CMDLINE python manage.py shell
MEM 43.847656 1744630448.7406
MEM 43.847656 1744630448.8412
MEM 43.847656 1744630448.9422
MEM 43.847656 1744630449.0434
MEM 43.847656 1744630449.1442
MEM 43.847656 1744630449.2449
MEM 43.847656 1744630449.3452
MEM 43.847656 1744630449.4463
MEM 43.847656 1744630449.5468
MEM 43.847656 1744630449.6472
MEM 43.847656 1744630449.7474
MEM 43.847656 1744630449.8477
MEM 43.847656 1744630449.9483
MEM 43.847656 1744630450.0493
MEM 43.847656 1744630450.1496
MEM 43.847656 1744630450.2501
MEM 43.847656 1744630450.3505
MEM 43.847656 1744630450.4516
MEM 43.847656 1744630450.5521
MEM 43.847656 1744630450.6531
MEM 43.847656 1744630450.7540
MEM 43.847656 1744630450.8546
MEM 43.847656 1744630450.9556
MEM 43.847656 1744630451.0566
MEM 43.847656 1744630451.1574
MEM 43.847656 1744630451.2582
MEM 43.847656 1744630451.3592
MEM 43.847656 1744630451.4597
MEM 43.847656 1744630451.5604
MEM 43.847656 1744630451.6614
MEM 43.847656 1744630451.7625
MEM 43.847656 1744630451.8628
MEM 43.847656 1744630451.9633
MEM 43.847656 1744630452.0635
MEM 43.847656 1744630452.1639
MEM 43.847656 1744630452.2648
