CMDLINE python manage.py shell
MEM 1.507812 1744630429.6640
MEM 9.929688 1744630429.7650
MEM 14.609375 1744630429.8657
MEM 19.992188 1744630429.9667
MEM 23.093750 1744630430.0673
MEM 25.906250 1744630430.1684
MEM 27.746094 1744630430.2692
MEM 30.023438 1744630430.3702
MEM 32.214844 1744630430.4708
MEM 33.613281 1744630430.5718
MEM 35.703125 1744630430.6728
MEM 37.472656 1744630430.7734
MEM 38.316406 1744630430.8744
MEM 38.363281 1744630430.9754
MEM 38.929688 1744630431.0764
MEM 39.324219 1744630431.1770
MEM 40.968750 1744630431.2780
MEM 42.792969 1744630431.3790
MEM 43.375000 1744630431.4796
MEM 43.847656 1744630431.5806
MEM 43.847656 1744630431.6816
MEM 43.847656 1744630431.7826
MEM 43.847656 1744630431.8834
MEM 43.847656 1744630431.9844
MEM 43.847656 1744630432.0854
MEM 43.847656 1744630432.1864
MEM 43.847656 1744630432.2869
MEM 43.847656 1744630432.3909
MEM 43.847656 1744630432.4922
MEM 43.847656 1744630432.5932
MEM 43.847656 1744630432.6942
MEM 43.847656 1744630432.7952
MEM 43.847656 1744630432.8967
MEM 43.847656 1744630432.9977
MEM 43.847656 1744630433.0987
MEM 43.847656 1744630433.1993
MEM 43.847656 1744630433.2998
MEM 43.847656 1744630433.4008
MEM 43.847656 1744630433.5018
MEM 43.847656 1744630433.6028
MEM 43.847656 1744630433.7038
MEM 43.847656 1744630433.8048
MEM 43.847656 1744630433.9058
MEM 43.847656 1744630434.0068
MEM 43.847656 1744630434.1079
MEM 43.847656 1744630434.2084
MEM 43.847656 1744630434.3090
MEM 43.847656 1744630434.4096
MEM 43.847656 1744630434.5101
MEM 43.847656 1744630434.6108
MEM 43.847656 1744630434.7118
MEM 43.847656 1744630434.8148
MEM 43.847656 1744630434.9158
MEM 43.847656 1744630435.0161
MEM 43.847656 1744630435.1171
MEM 43.847656 1744630435.2181
MEM 43.847656 1744630435.3191
MEM 43.847656 1744630435.4201
MEM 43.847656 1744630435.5211
MEM 43.847656 1744630435.6221
MEM 43.847656 1744630435.7230
MEM 43.847656 1744630435.8241
MEM 43.847656 1744630435.9251
MEM 43.847656 1744630436.0263
MEM 43.847656 1744630436.1273
MEM 43.847656 1744630436.2278
MEM 43.847656 1744630436.3284
MEM 43.847656 1744630436.4292
MEM 43.847656 1744630436.5295
MEM 43.847656 1744630436.6305
MEM 43.847656 1744630436.7313
MEM 43.847656 1744630436.8317
MEM 43.847656 1744630436.9327
MEM 43.847656 1744630437.0337
MEM 43.847656 1744630437.1343
MEM 43.847656 1744630437.2348
MEM 43.847656 1744630437.3359
MEM 43.847656 1744630437.4369
MEM 43.847656 1744630437.5372
MEM 43.847656 1744630437.6378
MEM 43.847656 1744630437.7387
MEM 43.847656 1744630437.8390
MEM 43.847656 1744630437.9392
MEM 43.847656 1744630438.0402
MEM 43.847656 1744630438.1412
MEM 43.847656 1744630438.2424
MEM 43.847656 1744630438.3436
MEM 43.847656 1744630438.4443
MEM 43.847656 1744630438.5449
MEM 43.847656 1744630438.6459
MEM 43.847656 1744630438.7469
MEM 43.847656 1744630438.8476
MEM 43.847656 1744630438.9485
MEM 43.847656 1744630439.0499
MEM 43.847656 1744630439.1508
MEM 43.847656 1744630439.2517
MEM 43.847656 1744630439.3523
MEM 43.847656 1744630439.4534
MEM 43.847656 1744630439.5540
MEM 43.847656 1744630439.6548
MEM 43.847656 1744630439.7555
MEM 43.847656 1744630439.8561
MEM 43.847656 1744630439.9569
MEM 43.847656 1744630440.0582
MEM 43.847656 1744630440.1593
MEM 43.847656 1744630440.2601
MEM 43.847656 1744630440.3608
MEM 43.847656 1744630440.4619
MEM 43.847656 1744630440.5811
MEM 43.847656 1744630440.6825
MEM 43.847656 1744630440.7827
MEM 43.847656 1744630440.8837
MEM 43.847656 1744630440.9840
MEM 43.847656 1744630441.0850
MEM 43.847656 1744630441.1856
MEM 43.847656 1744630441.2858
MEM 43.847656 1744630441.3868
MEM 43.847656 1744630441.4872
MEM 43.847656 1744630441.5882
MEM 43.847656 1744630441.6884
MEM 43.847656 1744630441.7887
MEM 43.847656 1744630441.8900
MEM 43.847656 1744630441.9911
MEM 43.847656 1744630442.0917
MEM 43.847656 1744630442.1921
MEM 43.847656 1744630442.2929
MEM 43.847656 1744630442.3939
MEM 43.847656 1744630442.4945
MEM 43.847656 1744630442.5958
MEM 43.847656 1744630442.6972
MEM 43.847656 1744630442.7986
MEM 43.847656 1744630442.8991
MEM 43.847656 1744630442.9994
MEM 43.847656 1744630443.0997
MEM 43.847656 1744630443.2007
MEM 43.847656 1744630443.3009
MEM 43.847656 1744630443.4011
MEM 43.847656 1744630443.5013
MEM 43.847656 1744630443.6023
MEM 43.847656 1744630443.7033
MEM 43.847656 1744630443.8043
MEM 43.847656 1744630443.9051
MEM 43.847656 1744630444.0061
MEM 43.847656 1744630444.1071
MEM 43.847656 1744630444.2083
MEM 43.847656 1744630444.3087
MEM 43.847656 1744630444.4093
MEM 43.847656 1744630444.5106
MEM 43.847656 1744630444.6109
MEM 43.847656 1744630444.7119
MEM 43.847656 1744630444.8129
MEM 43.847656 1744630444.9133
MEM 43.847656 1744630445.0136
MEM 43.847656 1744630445.1142
MEM 43.847656 1744630445.2151
MEM 43.847656 1744630445.3160
MEM 43.847656 1744630445.4171
MEM 43.847656 1744630445.5184
MEM 43.847656 1744630445.6192
MEM 43.847656 1744630445.7211
MEM 43.847656 1744630445.8221
MEM 43.847656 1744630445.9224
MEM 43.847656 1744630446.0226
MEM 43.847656 1744630446.1235
MEM 43.847656 1744630446.2242
MEM 43.847656 1744630446.3246
MEM 43.847656 1744630446.4255
MEM 43.847656 1744630446.5265
MEM 43.847656 1744630446.6270
MEM 43.847656 1744630446.7272
MEM 43.847656 1744630446.8277
MEM 43.847656 1744630446.9289
MEM 43.847656 1744630447.0296
MEM 43.847656 1744630447.1298
MEM 43.847656 1744630447.2304
MEM 43.847656 1744630447.3307
MEM 43.847656 1744630447.4317
MEM 43.847656 1744630447.5321
MEM 43.847656 1744630447.6330
MEM 43.847656 1744630447.7333
MEM 43.847656 1744630447.8344
MEM 43.847656 1744630447.9351
MEM 43.847656 1744630448.0361
MEM 43.847656 1744630448.1366
MEM 43.847656 1744630448.2370
MEM 43.847656 1744630448.3379
MEM 43.847656 1744630448.4381
MEM 43.847656 1744630448.5391
MEM 43.847656 1744630448.6395
